grup;vendor;nomor_kontainer;size;group;tanggal_awal;tanggal_akhir;periode;masa;tarif;dpp;dpp_nilai_lain;ppn;pph;grand_total;status;computed_periode
TK125030000135;ZONA;KCSU2166361;20;Z032;2025-03-20;2025-06-03;3;"20 mei 2025 - 3 juni 2025";Harian;337830;309678;37161;6757;368235;;3
TK125030000136;ZONA;TGHU1501998;20;Z032;2025-03-20;2025-05-25;1;"20 maret 2025 - 19 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000137;ZONA;TGHU1501998;20;Z032;2025-03-20;2025-05-25;2;"20 april 2025 - 19 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000138;ZONA;TGHU1501998;20;Z032;2025-03-20;2025-05-25;3;"20 mei 2025 - 25 mei 2025";Harian;135132;123871;14865;2703;147294;;3
TK125030000139;ZONA;KDCU2170612;20;Z032;2025-03-20;2025-07-20;1;"20 maret 2025 - 19 april 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000140;ZONA;KDCU2170612;20;Z032;2025-03-20;2025-07-20;2;"20 april 2025 - 19 mei 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000141;ZONA;KDCU2170612;20;Z032;2025-03-20;2025-07-20;3;"20 mei 2025 - 19 juni 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000142;ZONA;KDCU2170612;20;Z032;2025-03-20;2025-07-20;4;"20 juni 2025 - 19 juli 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000143;ZONA;KDCU2170612;20;Z032;2025-03-20;2025-07-20;5;"20 juli 2025 - 20 juli 2025";Harian;22522;20645;2477;450;24549;;5
TK125030000144;ZONA;TEMU2694966;20;Z032;2025-03-20;2025-06-16;1;"20 maret 2025 - 19 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000145;ZONA;TEMU2694966;20;Z032;2025-03-20;2025-06-16;2;"20 april 2025 - 19 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000146;ZONA;TEMU2694966;20;Z032;2025-03-20;2025-06-16;3;"20 mei 2025 - 16 juni 2025";Harian;630616;578065;69368;12612;687371;;3
TK125030000147;ZONA;HJMU1531909;40;Z032;2025-03-20;;1;"20 maret 2025 - 19 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000148;ZONA;HJMU1531909;40;Z032;2025-03-20;;2;"20 april 2025 - 19 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000149;ZONA;HJMU1531909;40;Z032;2025-03-20;;3;"20 mei 2025 - 19 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000150;ZONA;HJMU1531909;40;Z032;2025-03-20;;4;"20 juni 2025 - 19 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000151;ZONA;HJMU1531909;40;Z032;2025-03-20;;5;"20 juli 2025 - 19 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000152;ZONA;HJMU1531909;40;Z032;2025-03-20;;6;"20 agustus 2025 - 19 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000153;ZONA;NYKU6973772;40;Z032;2025-03-20;;1;"20 maret 2025 - 19 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000154;ZONA;NYKU6973772;40;Z032;2025-03-20;;2;"20 april 2025 - 19 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000155;ZONA;NYKU6973772;40;Z032;2025-03-20;;3;"20 mei 2025 - 19 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000156;ZONA;NYKU6973772;40;Z032;2025-03-20;;4;"20 juni 2025 - 19 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000157;ZONA;NYKU6973772;40;Z032;2025-03-20;;5;"20 juli 2025 - 19 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000158;ZONA;NYKU6973772;40;Z032;2025-03-20;;6;"20 agustus 2025 - 19 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000159;ZONA;TEMU3028774;20;Z032;2025-03-20;2025-06-04;1;"20 maret 2025 - 19 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000160;ZONA;TEMU3028774;20;Z032;2025-03-20;2025-06-04;2;"20 april 2025 - 19 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000161;ZONA;TEMU3028774;20;Z032;2025-03-20;2025-06-04;3;"20 mei 2025 - 4 juni 2025";Harian;360352;330323;39639;7207;392784;;3
TK125030000162;ZONA;TEMU2817361;20;Z032;2025-03-20;2025-06-01;1;"20 maret 2025 - 19 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000163;ZONA;TEMU2817361;20;Z032;2025-03-20;2025-06-01;2;"20 april 2025 - 19 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000164;ZONA;TEMU2817361;20;Z032;2025-03-20;2025-06-01;3;"20 mei 2025 - 1 juni 2025";Harian;292786;268387;32206;5856;319137;;3
TK125030000165;ZONA;FCIU9298391;40;Z032;2025-03-20;;1;"20 maret 2025 - 19 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000166;ZONA;FCIU9298391;40;Z032;2025-03-20;;2;"20 april 2025 - 19 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000167;ZONA;FCIU9298391;40;Z032;2025-03-20;;3;"20 mei 2025 - 19 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000168;ZONA;FCIU9298391;40;Z032;2025-03-20;;4;"20 juni 2025 - 19 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000169;ZONA;FCIU9298391;40;Z032;2025-03-20;;5;"20 juli 2025 - 19 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000170;ZONA;FCIU9298391;40;Z032;2025-03-20;;6;"20 agustus 2025 - 19 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000171;ZONA;CXDU1244424;20;Z032;2025-03-20;2025-06-03;1;"20 maret 2025 - 19 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000172;ZONA;CXDU1244424;20;Z032;2025-03-20;2025-06-03;2;"20 april 2025 - 19 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000173;ZONA;CXDU1244424;20;Z032;2025-03-20;2025-06-03;3;"20 mei 2025 - 3 juni 2025";Harian;337830;309678;37161;6757;368235;;3
TK125030000174;ZONA;KDCU2171202;20;Z032;2025-03-20;2025-06-02;1;"20 maret 2025 - 19 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000175;ZONA;KDCU2171202;20;Z032;2025-03-20;2025-06-02;2;"20 april 2025 - 19 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000176;ZONA;KDCU2171202;20;Z032;2025-03-20;2025-06-02;3;"20 mei 2025 - 2 juni 2025";Harian;315308;289032;34684;6306;343686;;3
TK125030000177;ZONA;KDCU2171964;20;Z032;2025-03-20;2025-06-03;1;"20 maret 2025 - 19 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000178;ZONA;KDCU2171964;20;Z032;2025-03-20;2025-06-03;2;"20 april 2025 - 19 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000179;ZONA;KDCU2171964;20;Z032;2025-03-20;2025-06-03;3;"20 mei 2025 - 3 juni 2025";Harian;337830;309678;37161;6757;368235;;3
TK125030000180;ZONA;ZONA2213295;20;Z032;2025-03-20;2025-05-20;1;"20 maret 2025 - 19 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000181;ZONA;ZONA2213295;20;Z032;2025-03-20;2025-05-20;2;"20 april 2025 - 19 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000182;ZONA;ZONA2213295;20;Z032;2025-03-20;2025-05-20;3;"20 mei 2025 - 20 mei 2025";Harian;22522;20645;2477;450;24549;;3
TK125030000183;ZONA;TRLU9657185;20;Z033;2025-03-21;2025-05-26;1;"21 maret 2025 - 20 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000184;ZONA;TRLU9657185;20;Z033;2025-03-21;2025-05-26;2;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000185;ZONA;TRLU9657185;20;Z033;2025-03-21;2025-05-26;3;"21 mei 2025 - 26 mei 2025";Harian;135132;123871;14865;2703;147294;;3
TK125030000186;ZONA;TEMU2697796;20;Z033;2025-03-21;2025-05-24;1;"21 maret 2025 - 20 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000187;ZONA;TEMU2697796;20;Z033;2025-03-21;2025-05-24;2;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000188;ZONA;TEMU2697796;20;Z033;2025-03-21;2025-05-24;3;"21 mei 2025 - 24 mei 2025";Harian;90088;82581;9910;1802;98196;;3
TK125030000189;ZONA;TEMU2326692;20;Z033;2025-03-21;2025-06-04;1;"21 maret 2025 - 20 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000190;ZONA;TEMU2326692;20;Z033;2025-03-21;2025-06-04;2;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000191;ZONA;TEMU2326692;20;Z033;2025-03-21;2025-06-04;3;"21 mei 2025 - 4 juni 2025";Harian;337830;309678;37161;6757;368235;;3
TK125030000192;ZONA;TEMU2254720;20;Z033;2025-03-21;2025-07-07;1;"21 maret 2025 - 20 april 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000193;ZONA;TEMU2254720;20;Z033;2025-03-21;2025-07-07;2;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000194;ZONA;TEMU2254720;20;Z033;2025-03-21;2025-07-07;3;"21 mei 2025 - 20 juni 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000195;ZONA;TEMU2254720;20;Z033;2025-03-21;2025-07-07;4;"21 juni 2025 - 7 juli 2025";Harian;382874;350968;42116;7657;417333;;4
TK125030000196;ZONA;TEMU2365488;20;Z033;2025-03-21;2025-06-20;1;"21 maret 2025 - 20 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000197;ZONA;TEMU2365488;20;Z033;2025-03-21;2025-06-20;2;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000198;ZONA;TEMU2365488;20;Z033;2025-03-21;2025-06-20;3;"21 mei 2025 - 20 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000199;ZONA;KDCU2172256;20;Z033;2025-03-21;2025-06-02;1;"21 maret 2025 - 20 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000200;ZONA;KDCU2172256;20;Z033;2025-03-21;2025-06-02;2;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000201;ZONA;KDCU2172256;20;Z033;2025-03-21;2025-06-02;3;"21 mei 2025 - 2 juni 2025";Harian;292786;268387;32206;5856;319137;;3
TK125030000202;ZONA;TEMU3000416;20;Z033;2025-03-21;2025-06-02;1;"21 maret 2025 - 20 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000203;ZONA;TEMU3000416;20;Z033;2025-03-21;2025-06-02;2;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000204;ZONA;TEMU3000416;20;Z033;2025-03-21;2025-06-02;3;"21 mei 2025 - 2 juni 2025";Harian;292786;268387;32206;5856;319137;;3
TK125030000205;ZONA;AXIU8464299;20;Z033;2025-03-21;2025-06-04;1;"21 maret 2025 - 20 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000206;ZONA;AXIU8464299;20;Z033;2025-03-21;2025-06-04;2;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000207;ZONA;AXIU8464299;20;Z033;2025-03-21;2025-06-04;3;"21 mei 2025 - 4 juni 2025";Harian;337830;309678;37161;6757;368235;;3
TK125030000208;ZONA;KDCU2171162;20;Z033;2025-03-21;2025-06-07;1;"21 maret 2025 - 20 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000209;ZONA;KDCU2171162;20;Z033;2025-03-21;2025-06-07;2;"21 april 2025 - 20 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000210;ZONA;KDCU2171162;20;Z033;2025-03-21;2025-06-07;3;"21 mei 2025 - 7 juni 2025";Harian;405396;371613;44594;8108;441882;;3
TK125030000211;ZONA;GLDU7620051;40;Z033;2025-03-21;2025-07-26;1;"21 maret 2025 - 20 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000212;ZONA;GLDU7620051;40;Z033;2025-03-21;2025-07-26;2;"21 april 2025 - 20 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000213;ZONA;GLDU7620051;40;Z033;2025-03-21;2025-07-26;3;"21 mei 2025 - 20 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000214;ZONA;GLDU7620051;40;Z033;2025-03-21;2025-07-26;4;"21 juni 2025 - 20 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000215;ZONA;GLDU7620051;40;Z033;2025-03-21;2025-07-26;5;"21 juli 2025 - 26 juli 2025";Harian;252252;231231;27748;5045;274955;;5
TK124030000001;ZONA;GESU5114504;40;Z001;2024-03-08;;1;"8 maret 2024 - 7 april 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000002;ZONA;GESU5114504;40;Z001;2024-03-08;;2;"8 april 2024 - 7 mei 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000003;ZONA;GESU5114504;40;Z001;2024-03-08;;3;"8 mei 2024 - 7 juni 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000004;ZONA;GESU5114504;40;Z001;2024-03-08;;4;"8 juni 2024 - 7 juli 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000005;ZONA;GESU5114504;40;Z001;2024-03-08;;5;"8 juli 2024 - 7 agustus 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000006;ZONA;GESU5114504;40;Z001;2024-03-08;;6;"8 agustus 2024 - 7 september 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000007;ZONA;GESU5114504;40;Z001;2024-03-08;;7;"8 september 2024 - 7 oktober 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000008;ZONA;GESU5114504;40;Z001;2024-03-08;;8;"8 oktober 2024 - 7 november 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000009;ZONA;GESU5114504;40;Z001;2024-03-08;;9;"8 november 2024 - 7 desember 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000010;ZONA;GESU5114504;40;Z001;2024-03-08;;10;"8 desember 2024 - 7 januari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000011;ZONA;GESU5114504;40;Z001;2024-03-08;;11;"8 januari 2025 - 7 februari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000012;ZONA;GESU5114504;40;Z001;2024-03-08;;12;"8 februari 2025 - 7 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000013;ZONA;GESU5114504;40;Z001;2024-03-08;;13;"8 maret 2025 - 7 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000014;ZONA;GESU5114504;40;Z001;2024-03-08;;14;"8 april 2025 - 7 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000015;ZONA;GESU5114504;40;Z001;2024-03-08;;15;"8 mei 2025 - 7 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000016;ZONA;GESU5114504;40;Z001;2024-03-08;;16;"8 juni 2025 - 7 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000017;ZONA;GESU5114504;40;Z001;2024-03-08;;17;"8 juli 2025 - 7 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000018;ZONA;GESU5114504;40;Z001;2024-03-08;;18;"8 agustus 2025 - 7 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000019;ZONA;GESU5114504;40;Z001;2024-03-08;;1;"8 maret 2024 - 7 april 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000020;ZONA;GESU5114504;40;Z001;2024-03-08;;2;"8 april 2024 - 7 mei 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000021;ZONA;GESU5114504;40;Z001;2024-03-08;;3;"8 mei 2024 - 7 juni 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000022;ZONA;GESU5114504;40;Z001;2024-03-08;;4;"8 juni 2024 - 7 juli 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000023;ZONA;GESU5114504;40;Z001;2024-03-08;;5;"8 juli 2024 - 7 agustus 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000024;ZONA;GESU5114504;40;Z001;2024-03-08;;6;"8 agustus 2024 - 7 september 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000025;ZONA;GESU5114504;40;Z001;2024-03-08;;7;"8 september 2024 - 7 oktober 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000026;ZONA;GESU5114504;40;Z001;2024-03-08;;8;"8 oktober 2024 - 7 november 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000027;ZONA;GESU5114504;40;Z001;2024-03-08;;9;"8 november 2024 - 7 desember 2024";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000028;ZONA;GESU5114504;40;Z001;2024-03-08;;10;"8 desember 2024 - 7 januari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000029;ZONA;GESU5114504;40;Z001;2024-03-08;;11;"8 januari 2025 - 7 februari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000030;ZONA;GESU5114504;40;Z001;2024-03-08;;12;"8 februari 2025 - 7 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000031;ZONA;GESU5114504;40;Z001;2024-03-08;;13;"8 maret 2025 - 7 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000032;ZONA;GESU5114504;40;Z001;2024-03-08;;14;"8 april 2025 - 7 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000033;ZONA;GESU5114504;40;Z001;2024-03-08;;15;"8 mei 2025 - 7 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000034;ZONA;GESU5114504;40;Z001;2024-03-08;;16;"8 juni 2025 - 7 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000035;ZONA;GESU5114504;40;Z001;2024-03-08;;17;"8 juli 2025 - 7 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124030000036;ZONA;GESU5114504;40;Z001;2024-03-08;;18;"8 agustus 2025 - 7 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;18
TK124060000001;ZONA;BMOU4192536;40;Z002;2024-06-10;;1;"10 juni 2024 - 9 juli 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000002;ZONA;BMOU4192536;40;Z002;2024-06-10;;2;"10 juli 2024 - 9 agustus 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000003;ZONA;BMOU4192536;40;Z002;2024-06-10;;3;"10 agustus 2024 - 9 september 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000004;ZONA;BMOU4192536;40;Z002;2024-06-10;;4;"10 september 2024 - 9 oktober 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000005;ZONA;BMOU4192536;40;Z002;2024-06-10;;5;"10 oktober 2024 - 9 november 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000006;ZONA;BMOU4192536;40;Z002;2024-06-10;;6;"10 november 2024 - 9 desember 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000007;ZONA;BMOU4192536;40;Z002;2024-06-10;;7;"10 desember 2024 - 9 januari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000008;ZONA;BMOU4192536;40;Z002;2024-06-10;;8;"10 januari 2025 - 9 februari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000009;ZONA;BMOU4192536;40;Z002;2024-06-10;;9;"10 februari 2025 - 9 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000010;ZONA;BMOU4192536;40;Z002;2024-06-10;;10;"10 maret 2025 - 9 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000011;ZONA;BMOU4192536;40;Z002;2024-06-10;;11;"10 april 2025 - 9 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000012;ZONA;BMOU4192536;40;Z002;2024-06-10;;12;"10 mei 2025 - 9 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000013;ZONA;BMOU4192536;40;Z002;2024-06-10;;13;"10 juni 2025 - 9 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000014;ZONA;BMOU4192536;40;Z002;2024-06-10;;14;"10 juli 2025 - 9 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000015;ZONA;BMOU4192536;40;Z002;2024-06-10;;15;"10 agustus 2025 - 9 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000016;ZONA;MSKU4555445;40;Z003;2024-06-14;;1;"14 juni 2024 - 13 juli 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000017;ZONA;MSKU4555445;40;Z003;2024-06-14;;2;"14 juli 2024 - 13 agustus 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000018;ZONA;MSKU4555445;40;Z003;2024-06-14;;3;"14 agustus 2024 - 13 september 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000019;ZONA;MSKU4555445;40;Z003;2024-06-14;;4;"14 september 2024 - 13 oktober 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000020;ZONA;MSKU4555445;40;Z003;2024-06-14;;5;"14 oktober 2024 - 13 november 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000021;ZONA;MSKU4555445;40;Z003;2024-06-14;;6;"14 november 2024 - 13 desember 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000022;ZONA;MSKU4555445;40;Z003;2024-06-14;;7;"14 desember 2024 - 13 januari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000023;ZONA;MSKU4555445;40;Z003;2024-06-14;;8;"14 januari 2025 - 13 februari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000024;ZONA;MSKU4555445;40;Z003;2024-06-14;;9;"14 februari 2025 - 13 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000025;ZONA;MSKU4555445;40;Z003;2024-06-14;;10;"14 maret 2025 - 13 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000026;ZONA;MSKU4555445;40;Z003;2024-06-14;;11;"14 april 2025 - 13 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000027;ZONA;MSKU4555445;40;Z003;2024-06-14;;12;"14 mei 2025 - 13 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000028;ZONA;MSKU4555445;40;Z003;2024-06-14;;13;"14 juni 2025 - 13 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000029;ZONA;MSKU4555445;40;Z003;2024-06-14;;14;"14 juli 2025 - 13 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000030;ZONA;MSKU4555445;40;Z003;2024-06-14;;15;"14 agustus 2025 - 13 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000031;ZONA;BMOU4192536;40;Z002;2024-06-10;;1;"10 juni 2024 - 9 juli 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000032;ZONA;BMOU4192536;40;Z002;2024-06-10;;2;"10 juli 2024 - 9 agustus 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000033;ZONA;BMOU4192536;40;Z002;2024-06-10;;3;"10 agustus 2024 - 9 september 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000034;ZONA;BMOU4192536;40;Z002;2024-06-10;;4;"10 september 2024 - 9 oktober 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000035;ZONA;BMOU4192536;40;Z002;2024-06-10;;5;"10 oktober 2024 - 9 november 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000036;ZONA;BMOU4192536;40;Z002;2024-06-10;;6;"10 november 2024 - 9 desember 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000037;ZONA;BMOU4192536;40;Z002;2024-06-10;;7;"10 desember 2024 - 9 januari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000038;ZONA;BMOU4192536;40;Z002;2024-06-10;;8;"10 januari 2025 - 9 februari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000039;ZONA;BMOU4192536;40;Z002;2024-06-10;;9;"10 februari 2025 - 9 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000040;ZONA;BMOU4192536;40;Z002;2024-06-10;;10;"10 maret 2025 - 9 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000041;ZONA;BMOU4192536;40;Z002;2024-06-10;;11;"10 april 2025 - 9 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000042;ZONA;BMOU4192536;40;Z002;2024-06-10;;12;"10 mei 2025 - 9 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000043;ZONA;BMOU4192536;40;Z002;2024-06-10;;13;"10 juni 2025 - 9 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000044;ZONA;BMOU4192536;40;Z002;2024-06-10;;14;"10 juli 2025 - 9 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000045;ZONA;BMOU4192536;40;Z002;2024-06-10;;15;"10 agustus 2025 - 9 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000046;ZONA;MSKU4555445;40;Z003;2024-06-14;;1;"14 juni 2024 - 13 juli 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000047;ZONA;MSKU4555445;40;Z003;2024-06-14;;2;"14 juli 2024 - 13 agustus 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000048;ZONA;MSKU4555445;40;Z003;2024-06-14;;3;"14 agustus 2024 - 13 september 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000049;ZONA;MSKU4555445;40;Z003;2024-06-14;;4;"14 september 2024 - 13 oktober 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000050;ZONA;MSKU4555445;40;Z003;2024-06-14;;5;"14 oktober 2024 - 13 november 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000051;ZONA;MSKU4555445;40;Z003;2024-06-14;;6;"14 november 2024 - 13 desember 2024";Bulanan;1261261;1156156;138739;25225;1374774;;15
