KONTAINER;PERIODE;AWAL;AKHIR; TAGIHAN ;NoTagihan;Tgl. Tagihan;No. Bayar;Tgl. Bayar;;;;;Impor;Pranota;Bayar
TEXU5531307;4;14 Sep 24;13 Oct 24; 1.261.261,00 ;ZONA241125961;20 Nov 24;EBK250100275;30 Jan 25;;;;;"TEXU5531307;4;45549;45578;1261261;ZONA241125961;45616";"ZONA241125961;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TEXU5531307;5;14 Oct 24;13 Nov 24; 1.261.261,00 ;ZONA241125962;20 Nov 24;EBK250100275;30 Jan 25;;;;;"TEXU5531307;5;45579;45609;1261261;ZONA241125962;45616";"ZONA241125962;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TEXU5531307;6;14 Nov 24;13 Dec 24; 1.261.261,00 ;ZONA241226548;28 Dec 24;EBK250100275;30 Jan 25;;;;;"TEXU5531307;6;45610;45639;1261261;ZONA241226548;45654";"ZONA241226548;45654;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TEXU7210230;2;06 Aug 24;05 Sep 24; 1.261.261,00 ;ZONA240824861;29 Aug 24;EBK250100275;30 Jan 25;;;;;"TEXU7210230;2;45510;45540;1261261;ZONA240824861;45533";"ZONA240824861;45533;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TEXU7210230;3;06 Sep 24;05 Oct 24; 1.261.261,00 ;ZONA241125953;20 Nov 24;EBK250100275;30 Jan 25;;;;;"TEXU7210230;3;45541;45570;1261261;ZONA241125953;45616";"ZONA241125953;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TEXU7210230;4;06 Oct 24;05 Nov 24; 1.261.261,00 ;ZONA241125954;20 Nov 24;EBK250100275;30 Jan 25;;;;;"TEXU7210230;4;45571;45601;1261261;ZONA241125954;45616";"ZONA241125954;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TEXU7210230;5;06 Nov 24;05 Dec 24; 1.261.261,00 ;ZONA241226541;28 Dec 24;EBK250100275;30 Jan 25;;;;;"TEXU7210230;5;45602;45631;1261261;ZONA241226541;45654";"ZONA241226541;45654;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TEXU7210230;7;06 Jan 25;05 Feb 25; 1.261.261,00 ;ZONA250427893;29 Apr 25;EBK250600289;26 Jun 25;;;;;"TEXU7210230;7;45663;45693;1261261;ZONA250427893;45776";"ZONA250427893;45776;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
TEXU7210230;8;06 Feb 25;05 Mar 25; 1.261.261,00 ;ZONA250427894;29 Apr 25;EBK250600289;26 Jun 25;;;;;"TEXU7210230;8;45694;45721;1261261;ZONA250427894;45776";"ZONA250427894;45776;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
TGHU0115584;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU0115584;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU0387181;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU0387181;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU0418003;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU0418003;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU0636290;1;21 Apr 25;20 May 25; 675.676,00 ;ZONA250528250;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU0636290;1;45768;45797;675676;ZONA250528250;45798";"ZONA250528250;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU1501998;2;20 Apr 25;19 May 25; 675.676,00 ;ZONA250528247;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU1501998;2;45767;45796;675676;ZONA250528247;45798";"ZONA250528247;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU1845843;2;19 Apr 25;18 May 25; 675.676,00 ;ZONA250528245;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU1845843;2;45766;45795;675676;ZONA250528245;45798";"ZONA250528245;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU1849896;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU1849896;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU3067258;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU3067258;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU3117301;1;22 Apr 25;21 May 25; 675.676,00 ;ZONA250528251;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU3117301;1;45769;45798;675676;ZONA250528251;45798";"ZONA250528251;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU3222626;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU3222626;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU3350078;2;12 Apr 25;11 May 25; 675.676,00 ;ZONA250528235;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU3350078;2;45759;45788;675676;ZONA250528235;45798";"ZONA250528235;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU3688928;1;22 Apr 25;21 May 25; 675.676,00 ;ZONA250528251;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU3688928;1;45769;45798;675676;ZONA250528251;45798";"ZONA250528251;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU3827108;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU3827108;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU3988946;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU3988946;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU6130478;2;16 Apr 25;15 May 25; 1.261.261,00 ;ZONA250528241;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU6130478;2;45763;45792;1261261;ZONA250528241;45798";"ZONA250528241;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
TRLU5548102;1;09 Jan 24;08 Feb 24; 1.261.261,00 ;ZONA240122254;11 Jan 24;EBK240500055;21 May 24;;;;;"TRLU5548102;1;45300;45330;1261261;ZONA240122254;45302";"ZONA240122254;45302;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
TRLU5548102;10;09 Oct 24;08 Nov 24; 1.261.261,00 ;ZONA241125956;20 Nov 24;EBK250100275;30 Jan 25;;;;;"TRLU5548102;10;45574;45604;1261261;ZONA241125956;45616";"ZONA241125956;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TRLU5548102;2;09 Feb 24;08 Mar 24; 1.261.261,00 ;ZONA240322927;20 Mar 24;EBK240500055;21 May 24;;;;;"TRLU5548102;2;45331;45359;1261261;ZONA240322927;45371";"ZONA240322927;45371;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
TRLU5548102;4;09 Apr 24;08 May 24; 1.261.261,00 ;ZONA240523407;03 May 24;EBK240500209;20 May 24;;;;;"TRLU5548102;4;45391;45420;1261261;ZONA240523407;45415";"ZONA240523407;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
TRLU5548102;5;09 May 24;08 Jun 24; 1.261.261,00 ;ZONA240824862;29 Sep 24;EBK250100275;30 Jan 25;;;;;"TRLU5548102;5;45421;45451;1261261;ZONA240824862;45564";"ZONA240824862;45564;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TRLU5548102;6;09 Jun 24;08 Jul 24; 1.261.261,00 ;ZONA240824863;29 Aug 24;EBK250100275;30 Jan 25;;;;;"TRLU5548102;6;45452;45481;1261261;ZONA240824863;45533";"ZONA240824863;45533;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TRLU5548102;7;09 Jul 24;08 Aug 24; 1.261.261,00 ;ZONA240824864;29 Aug 24;EBK250100275;30 Jan 25;;;;;"TRLU5548102;7;45482;45512;1261261;ZONA240824864;45533";"ZONA240824864;45533;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TRLU5548102;8;09 Aug 24;08 Sep 24; 1.261.261,00 ;ZONA240824865;29 Aug 24;EBK250100275;30 Jan 25;;;;;"TRLU5548102;8;45513;45543;1261261;ZONA240824865;45533";"ZONA240824865;45533;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TRLU5548102;9;09 Sep 24;08 Oct 24; 1.261.261,00 ;ZONA241125955;20 Nov 24;EBK250100275;30 Jan 25;;;;;"TRLU5548102;9;45544;45573;1261261;ZONA241125955;45616";"ZONA241125955;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TRLU8986930;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"TRLU8986930;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TRLU9657185;2;21 Apr 25;20 May 25; 675.676,00 ;ZONA250528249;21 May 25;EBK250600289;26 Jun 25;;;;;"TRLU9657185;2;45768;45797;675676;ZONA250528249;45798";"ZONA250528249;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TTNU3216943;2;11 Apr 25;10 May 25; 675.676,00 ;ZONA250528124;21 May 25;EBK250600289;26 Jun 25;;;;;"TTNU3216943;2;45758;45787;675676;ZONA250528124;45798";"ZONA250528124;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
UESU2449004;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"UESU2449004;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
UESU4688707;2;14 Apr 25;13 May 25; 1.261.261,00 ;ZONA250528239;21 May 25;EBK250600289;26 Jun 25;;;;;"UESU4688707;2;45761;45790;1261261;ZONA250528239;45798";"ZONA250528239;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
VGCU2886097;1;14 Jan 24;13 Feb 24; 1.261.261,00 ;ZONA240122359;18 Jan 24;EBK240500055;21 May 24;;;;;"VGCU2886097;1;45305;45335;1261261;ZONA240122359;45309";"ZONA240122359;45309;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
VGCU2886097;2;14 Feb 24;13 Mar 24; 1.261.261,00 ;ZONA240222623;19 Feb 24;EBK240500055;21 May 24;;;;;"VGCU2886097;2;45336;45364;1261261;ZONA240222623;45341";"ZONA240222623;45341;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
VGCU2886097;5;14 May 24;13 Jun 24; 1.261.261,00 ;ZONA240824868;29 Aug 24;EBK250100275;30 Jan 25;;;;;"VGCU2886097;5;45426;45456;1261261;ZONA240824868;45533";"ZONA240824868;45533;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
VGCU2886097;6;14 Jun 24;13 Jul 24; 1.261.261,00 ;ZONA240824869;29 Aug 24;EBK250100275;30 Jan 25;;;;;"VGCU2886097;6;45457;45486;1261261;ZONA240824869;45533";"ZONA240824869;45533;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
VGCU2886097;7;14 Jul 24;13 Aug 24; 1.261.261,00 ;ZONA240824870;29 Aug 24;EBK250100275;30 Jan 25;;;;;"VGCU2886097;7;45487;45517;1261261;ZONA240824870;45533";"ZONA240824870;45533;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
WHLU0201602;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"WHLU0201602;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
WHLU0249308;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"WHLU0249308;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
WHLU0273177;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"WHLU0273177;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
WHLU0274023;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"WHLU0274023;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
WHLU0281001;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"WHLU0281001;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
WHLU0322899;1;21 Apr 25;20 May 25; 675.676,00 ;ZONA250528250;21 May 25;EBK250600289;26 Jun 25;;;;;"WHLU0322899;1;45768;45797;675676;ZONA250528250;45798";"ZONA250528250;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
WHLU0343593;1;21 Apr 25;20 May 25; 675.676,00 ;ZONA250528250;21 May 25;EBK250600289;26 Jun 25;;;;;"WHLU0343593;1;45768;45797;675676;ZONA250528250;45798";"ZONA250528250;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
WHLU0379929;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"WHLU0379929;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
WHLU2750453;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"WHLU2750453;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
WHLU2857061;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"WHLU2857061;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
WSCU9620122;1;19 Aug 24;18 Sep 24; 1.261.261,00 ;ZONA241226558;28 Dec 24;EBK250100275;30 Jan 25;;;;;"WSCU9620122;1;45523;45553;1261261;ZONA241226558;45654";"ZONA241226558;45654;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
WSCU9620122;2;19 Sep 24;18 Oct 24; 1.261.261,00 ;ZONA241226559;28 Dec 24;EBK250100275;30 Jan 25;;;;;"WSCU9620122;2;45554;45583;1261261;ZONA241226559;45654";"ZONA241226559;45654;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
WSCU9620122;3;19 Oct 24;18 Nov 24; 1.261.261,00 ;ZONA241226560;28 Dec 24;EBK250100275;30 Jan 25;;;;;"WSCU9620122;3;45584;45614;1261261;ZONA241226560;45654";"ZONA241226560;45654;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
XINU1088532;1;21 Apr 25;20 May 25; 675.676,00 ;ZONA250528250;21 May 25;EBK250600289;26 Jun 25;;;;;"XINU1088532;1;45768;45797;675676;ZONA250528250;45798";"ZONA250528250;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
XINU1520013;1;22 Apr 25;21 May 25; 675.676,00 ;ZONA250528251;21 May 25;EBK250600289;26 Jun 25;;;;;"XINU1520013;1;45769;45798;675676;ZONA250528251;45798";"ZONA250528251;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
XXXU9902224;2;06 Aug 24;05 Sep 24; 1.261.261,00 ;ZONA240824861;29 Aug 24;EBK250100275;30 Jan 25;;;;;"XXXU9902224;2;45510;45540;1261261;ZONA240824861;45533";"ZONA240824861;45533;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
XXXU9902224;3;06 Sep 24;05 Oct 24; 1.261.261,00 ;ZONA241125953;20 Nov 24;EBK250100275;30 Jan 25;;;;;"XXXU9902224;3;45541;45570;1261261;ZONA241125953;45616";"ZONA241125953;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
XXXU9902224;4;06 Oct 24;05 Nov 24; 1.261.261,00 ;ZONA241125954;20 Nov 24;EBK250100275;30 Jan 25;;;;;"XXXU9902224;4;45571;45601;1261261;ZONA241125954;45616";"ZONA241125954;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
XXXU9902224;5;06 Nov 24;05 Dec 24; 1.261.261,00 ;ZONA241226541;28 Dec 24;EBK250100275;30 Jan 25;;;;;"XXXU9902224;5;45602;45631;1261261;ZONA241226541;45654";"ZONA241226541;45654;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
YELU5789666;1;18 Jan 24;17 Feb 24; 1.261.261,00 ;ZONA240122414;23 Jan 24;EBK240500055;21 May 24;;;;;"YELU5789666;1;45309;45339;1261261;ZONA240122414;45314";"ZONA240122414;45314;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
YELU5789666;10;18 Oct 24;17 Nov 24; 1.261.261,00 ;ZONA241125970;20 Nov 24;EBK250100275;30 Jan 25;;;;;"YELU5789666;10;45583;45613;1261261;ZONA241125970;45616";"ZONA241125970;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
YELU5789666;11;18 Nov 24;03 Dec 24; 672.673,00 ;ZONA241226555;28 Dec 24;EBK250100275;30 Jan 25;;;;;"YELU5789666;11;45614;45629;672673;ZONA241226555;45654";"ZONA241226555;45654;SKT2501000001;45687;672673";"SKT2501000001;45687;EBK250100275;45687;672673"
YELU5789666;2;18 Feb 24;17 Mar 24; 1.261.261,00 ;ZONA240322932;20 Mar 24;EBK240500055;21 May 24;;;;;"YELU5789666;2;45340;45368;1261261;ZONA240322932;45371";"ZONA240322932;45371;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
YELU5789666;5;18 May 24;17 Jun 24; 1.261.261,00 ;ZONA240924889;02 Sep 24;EBK250100275;30 Jan 25;;;;;"YELU5789666;5;45430;45460;1261261;ZONA240924889;45537";"ZONA240924889;45537;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
YELU5789666;6;18 Jun 24;17 Jul 24; 1.261.261,00 ;ZONA240924890;02 Sep 24;EBK250100275;30 Jan 25;;;;;"YELU5789666;6;45461;45490;1261261;ZONA240924890;45537";"ZONA240924890;45537;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
YELU5789666;7;18 Jul 24;17 Aug 24; 1.261.261,00 ;ZONA240924891;02 Sep 24;EBK250100275;30 Jan 25;;;;;"YELU5789666;7;45491;45521;1261261;ZONA240924891;45537";"ZONA240924891;45537;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
YELU5789666;8;18 Aug 24;17 Sep 24; 1.261.261,00 ;ZONA240924892;02 Sep 24;EBK250100275;30 Jan 25;;;;;"YELU5789666;8;45522;45552;1261261;ZONA240924892;45537";"ZONA240924892;45537;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
YELU5789666;9;18 Sep 24;17 Oct 24; 1.261.261,00 ;ZONA241125969;20 Nov 24;EBK250100275;30 Jan 25;;;;;"YELU5789666;9;45553;45582;1261261;ZONA241125969;45616";"ZONA241125969;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
ZONA2213295;2;20 Apr 25;19 May 25; 675.676,00 ;ZONA250528247;21 May 25;EBK250600289;26 Jun 25;;;;;"ZONA2213295;2;45767;45796;675676;ZONA250528247;45798";"ZONA250528247;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
ZONA9900166;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"ZONA9900166;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
AMFU3153692;1;30 Sep 22;29 Oct 22; 675.676,00 ;ZONA221017260;03 Oct 22;EBK251100159;15 Nov 22;;;;;"AMFU3153692;1;44834;44863;675676;ZONA221017260;44837";"ZONA221017260;44837;SKT2211000001;44880;675676";"SKT2211000001;44880;EBK251100159;44880;675676"
AMFU3153692;7;01 Apr 23;30 Apr 23; 675.676,00 ;ZONA230419494;10 Apr 23;EBK250100275;30 Jan 25;;;;;"AMFU3153692;7;45017;45046;675676;ZONA230419494;45026";"ZONA230419494;45026;SKT2501000001;45687;675676";"SKT2501000001;45687;EBK250100275;45687;675676"
AMFU3153692;8;01 May 23;09 May 23; 202.703,00 ;ZONA230519769;11 May 23;EBK250100275;31 Jan 25;;;;;"AMFU3153692;8;45047;45055;202703;ZONA230519769;45057";"ZONA230519769;45057;SKT2501000002;45688;202703";"SKT2501000002;45688;EBK250100275;45688;202703"
AMFU4232986;1;06 Oct 22;24 Oct 22; 3.800.000,00 ;ZONA221017561;02 Oct 22;EBK221100159;15 Nov 22;;;;;"AMFU4232986;1;44840;44858;3800000;ZONA221017561;44836";"ZONA221017561;44836;SKT2211000001;44880;3800000";"SKT2211000001;44880;EBK221100159;44880;3800000"
AMFU4242990;1;06 Oct 22;24 Oct 22; 3.800.000,00 ;ZONA221017561;02 Oct 22;EBK221100159;15 Nov 22;;;;;"AMFU4242990;1;44840;44858;3800000;ZONA221017561;44836";"ZONA221017561;44836;SKT2211000001;44880;3800000";"SKT2211000001;44880;EBK221100159;44880;3800000"
AMFU8640522;1;25 Aug 23;18 Sep 23; 1.051.051,00 ;ZONA230820953;12 Jan 24;EBK250100275;30 Jan 25;;;;;"AMFU8640522;1;45163;45187;1051051;ZONA230820953;45303";"ZONA230820953;45303;SKT2501000001;45687;1051051";"SKT2501000001;45687;EBK250100275;45687;1051051"
AMFU8640522;1;15 Jan 24;14 Feb 24; 1.261.261,00 ;ZONA240122360;18 Jan 24;EBK240500055;21 May 24;;;;;"AMFU8640522;1;45306;45336;1261261;ZONA240122360;45309";"ZONA240122360;45309;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
AMFU8640522;2;15 Feb 24;14 Mar 24; 1.261.261,00 ;ZONA240222624;19 Feb 24;EBK240500055;21 May 24;;;;;"AMFU8640522;2;45337;45365;1261261;ZONA240222624;45341";"ZONA240222624;45341;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
AMFU8640522;3;15 Mar 24;14 Apr 24; 1.261.261,00 ;ZONA240322928;03 May 24;EBK240500209;20 May 24;;;;;"AMFU8640522;3;45366;45396;1261261;ZONA240322928;45415";"ZONA240322928;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
APHU6028070;1;16 Nov 23;15 Dec 23; 1.261.261,00 ;ZONA231221935;04 Dec 23;EBK240500055;21 May 24;;;;;"APHU6028070;1;45246;45275;1261261;ZONA231221935;45264";"ZONA231221935;45264;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
APHU6028070;3;10 Mar 24;09 Apr 24; 1.261.261,00 ;ZONA240322933;03 May 24;EBK240500209;20 May 24;;;;;"APHU6028070;3;45361;45391;1261261;ZONA240322933;45415";"ZONA240322933;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
APHU6256249;1;16 Nov 23;15 Dec 23; 1.261.261,00 ;ZONA231221935;04 Dec 23;EBK240500055;21 May 24;;;;;"APHU6256249;1;45246;45275;1261261;ZONA231221935;45264";"ZONA231221935;45264;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
APHU6256249;3;08 Mar 24;07 Apr 24; 1.261.261,00 ;ZONA240322933;03 May 24;EBK240500209;20 May 24;;;;;"APHU6256249;3;45359;45389;1261261;ZONA240322933;45415";"ZONA240322933;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
AXIU2933779;1;29 Sep 22;28 Oct 22; 675.676,00 ;ZONA220917258;30 Sep 22;EBK251100159;15 Nov 22;;;;;"AXIU2933779;1;44833;44862;675676;ZONA220917258;44834";"ZONA220917258;44834;SKT2211000001;44880;675676";"SKT2211000001;44880;EBK251100159;44880;675676"
AXIU8464299;1;21 Mar 25;20 Apr 25; 675.676,00 ;ZONA250528248;21 May 25;EBK250600289;26 Jun 25;;;;;"AXIU8464299;1;45737;45767;675676;ZONA250528248;45798";"ZONA250528248;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
BMOU2101964;1;19 Oct 21;18 Nov 21; 700.000,00 ;ZONA211012220NT;21 Oct 21;EBK211100255;20 Nov 21;;;;;"BMOU2101964;1;44488;44518;700000;ZONA211012220NT;44490";"ZONA211012220NT;44490;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
BMOU2484919;1;12 Mar 25;11 Apr 25; 675.676,00 ;ZONA250528125;21 May 25;EBK250600289;26 Jun 25;;;;;"BMOU2484919;1;45728;45758;675676;ZONA250528125;45798";"ZONA250528125;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
